56.17,72.20
56.25,17.90
56.33,177.80
56.42,92.00
56.50,65.50
56.58,106.00
56.67,22.50
56.75,115.10
56.83,74.50
56.92,163.80
57.00,89.40
57.08,120.00
57.17,93.80
57.25,100.30
57.33,96.90
57.42,76.00
57.50,104.50
57.58,135.00
57.67,106.40
57.75,91.50
57.83,49.30
57.92,90.00
58.00,56.60
58.08,152.50
58.17,63.80
58.25,128.50
58.33,35.00
58.42,50.50
58.50,74.50
58.58,89.50
58.67,92.50
58.75,62.00
58.83,62.50
58.92,35.70
59.00,55.00
59.08,148.10
59.17,44.30
59.25,84.10
59.33,19.50
59.42,44.20
59.50,88.50
59.58,74.00
59.67,67.00
59.75,194.50
59.83,88.00
59.92,57.00
60.00,73.30
60.08,95.80
60.17,73.00
60.25,69.80
60.33,112.00
60.42,132.50
60.50,77.50
60.58,47.50
60.67,102.50
60.75,65.50
60.83,24.70
60.92,63.60
61.00,121.40
61.08,48.40
61.17,74.20
61.25,109.80
61.33,13.70
61.42,70.00
61.50,76.00
61.58,33.00
61.67,62.50
61.75,67.00
61.83,77.50
61.92,83.30
62.00,53.50
62.08,36.90
62.17,41.20
62.25,80.40
62.33,79.90
62.42,127.50
62.50,106.00
62.58,55.00
62.67,11.00
62.75,64.50
62.83,70.00
62.92,105.60
63.00,33.70
63.08,22.60
63.17,62.80
63.25,88.30
63.33,76.90
63.42,110.50
63.50,70.00
63.58,54.00
63.67,79.00
63.75,104.00
63.83,156.40
63.92,133.80
64.00,163.60
64.08,34.20
64.17,39.60
64.25,59.20
64.33,68.80
64.42,81.80
64.50,64.00
64.58,139.40
64.67,90.00
64.75,71.80
64.83,36.00
64.92,87.00
65.00,127.60
65.08,63.60
65.17,43.60
65.25,44.00
65.33,158.80
65.42,43.00
65.50,129.00
65.58,125.60
65.67,134.00
65.75,113.00
65.83,198.20
65.92,96.20
66.00,82.70
66.08,147.80
66.17,64.50
66.25,29.40
66.33,114.00
66.42,173.40
66.50,104.20
66.58,135.20
66.67,154.40
66.75,65.40
66.83,179.40
66.92,71.40
67.00,104.00
67.08,79.80
67.17,27.60
67.25,75.80
67.33,139.60
67.42,63.20
67.50,60.40
67.58,106.00
67.67,80.40
67.75,47.80
67.83,113.60
67.92,85.60
68.00,119.80
68.08,98.80
68.17,107.20
68.25,121.60
68.33,74.80
68.42,74.00
68.50,60.60
68.58,118.80
68.67,77.60
68.75,49.40
68.83,105.00
68.92,72.40
69.00,151.40
69.08,67.60
69.17,85.00
69.25,47.60
69.33,76.00
69.42,93.20
69.50,74.60
69.58,116.60
69.67,81.00
69.75,44.80
69.83,112.60
69.92,55.40
70.00,120.20
70.08,68.60
70.17,49.00
70.25,62.80
70.33,89.40
70.42,38.00
70.50,158.00
70.58,96.60
70.67,139.20
70.75,157.20
70.83,117.20
70.92,96.20
71.00,121.80
71.08,31.40
71.17,89.00
71.25,128.00
71.33,134.40
71.42,144.80
71.50,93.80
71.58,59.20
71.67,224.80
71.75,110.40
71.83,96.40
71.92,53.40
72.00,115.20
72.08,84.20
72.17,33.40
72.25,57.80
72.33,67.00
72.42,91.80
72.50,73.60
72.58,94.20
72.67,48.20
72.75,103.00
72.83,95.80
72.92,13.60
73.00,164.80
73.08,64.80
73.17,62.40
